,pain,completion,time,ex
840,0,0,1.6634815966293102,7
841,0,1,2.1110922811288693,6
842,0,0,2.3840411248000297,7
843,1,1,2.0198596839198153,12
844,1,1,2.0631773705096594,4
845,0,0,2.966544280444997,3
846,1,0,2.4085155183774223,6
847,1,0,1.472844271826221,10
848,1,1,1.9260680228252194,9
849,1,0,2.348118587840114,7
850,0,1,2.0348957117196838,7
851,0,0,2.1329001496635898,9
852,1,0,1.5454439834110258,5
853,0,1,1.9736153314071034,5
854,0,1,2.2184548489489715,9
855,0,1,1.1427395068049568,0
856,0,1,2.237178663459233,2
857,0,0,2.1454466685572906,0
858,0,1,1.8790939675325429,4
859,1,1,1.657916452489464,12
860,1,1,1.7484838390943607,0
861,0,1,2.096239859192478,2
862,0,0,1.5798224328709851,10
863,1,1,1.3935888296067642,3
864,1,1,1.7402344539849282,10
865,1,0,0.7309434306807785,0
866,0,0,2.5332737679960027,3
867,1,0,2.593505233542529,11
868,0,1,2.080653617600889,9
869,1,1,2.76100533115621,12
870,1,1,0.9010872508499004,9
871,0,0,2.3974000128157638,10
872,0,0,2.4348705302670237,8
873,1,1,1.4580099961467492,1
874,0,1,1.4724602059631933,8
875,1,0,2.658400622452597,0
876,0,1,1.9014260431674017,1
877,1,0,0.995498886803077,8
878,0,1,1.6442088919169415,2
879,1,0,2.48263664011421,8
880,1,0,1.5301607106417716,9
881,0,1,2.4858527275333873,1
882,1,0,2.0025907585563782,10
883,1,0,1.8269547232464627,8
884,0,0,2.2119883790842274,6
885,0,0,3.0722257447771897,6
886,0,1,2.7335219344596253,8
887,1,0,2.364323924071045,5
888,0,1,2.1369036289373073,7
889,1,0,2.169938336249922,8
890,1,0,2.08851929289633,12
891,1,1,2.2797530792756744,1
892,0,1,1.131138370680853,12
893,0,0,1.5313422210201844,0
894,1,1,1.9788556291912873,1
895,0,1,2.378906048163387,11
896,0,0,1.9608527725494258,4
897,0,0,2.442490868182302,0
898,0,1,2.7392261894645915,9
899,1,0,2.5736101371540983,10
900,1,0,2.0488475830831354,6
901,1,0,1.3470272214157077,10
902,0,1,3.0558641482334536,11
903,0,0,3.1990817772637126,6
904,0,1,2.669714431377005,1
905,0,0,1.7749431166797522,3
906,1,0,1.6078519171170402,0
907,0,1,2.4039868239507283,6
908,0,0,1.9189916876905835,9
909,0,0,2.016061526865003,8
910,0,0,2.1050556082886884,6
911,1,0,1.895830988825994,12
912,0,1,2.289614051029584,5
913,0,1,1.2700147528159094,4
914,0,0,2.29427371887647,7
915,0,1,1.983526158545395,4
916,1,1,1.4685729484860657,10
917,0,1,2.593763314496365,7
918,1,0,1.3949093210707106,4
919,1,0,1.5177848666177791,3
920,0,0,2.9292325984933583,9
921,0,1,2.479340144253314,9
922,1,1,2.1655623974032885,5
923,1,1,2.657572977777471,7
924,1,1,2.5274149265689596,1
925,1,0,1.2351605643673702,9
926,1,0,1.5766663281863433,6
927,1,1,2.2722105712296794,11
928,1,0,1.5984026021837798,12
929,1,0,1.5569774468266802,12
930,0,1,1.731687479554055,10
931,1,0,2.7709336159673,7
932,0,0,1.9286233938141109,11
933,1,1,2.68781246785663,9
934,0,1,3.198159382856769,7
935,1,0,2.0476576970104223,3
936,1,1,2.587402641097426,6
937,1,1,1.657143210241697,12
938,1,1,1.845751134552122,12
939,0,1,2.207615597557849,3
940,0,1,2.518638284996145,11
941,0,0,2.0517533226629823,12
942,1,0,2.3132988318380727,11
943,0,1,2.226465907696128,12
944,1,0,2.411848850896506,3
945,1,0,0.8899749003526967,1
946,1,1,2.1109241699573564,7
947,1,1,0.5771681948765948,7
948,1,1,2.5997506340312175,2
949,1,0,1.8302826446603395,4
950,1,0,1.916142211097044,10
951,1,1,1.7764906484775573,1
952,1,0,1.8262675914940134,1
953,1,0,1.8721408581064325,5
954,0,0,1.2500677088103433,12
955,0,0,2.2604766632783573,9
956,0,0,2.702282886770308,1
957,1,1,2.626553012014981,5
958,0,0,1.529309623313329,0
959,0,0,2.82896293994757,2
960,1,1,2.7168619353044683,5
961,0,0,2.921275589130854,7
962,1,1,1.9860314304496125,4
963,0,1,1.95200965452123,5
964,1,0,1.3251560678104843,5
965,0,1,2.3197370373907638,5
966,1,0,2.191491298745311,12
967,1,0,2.4547737896573243,6
968,1,0,1.8444996071186743,0
969,1,0,1.9937690479255095,4
970,0,1,1.851568015051171,10
971,0,1,1.329684114325117,4
972,0,0,1.3537873341450744,4
973,1,0,2.338581864257023,2
974,1,1,1.9854779832669303,7
975,0,1,1.6653435947266717,2
976,1,0,2.282375646688875,1
977,1,1,2.049586433336334,6
978,1,0,2.3536721353476966,5
979,0,0,1.5832544593768725,11
980,1,1,2.190913416522067,9
981,0,1,1.7897412870312552,7
982,1,1,1.6958618690617941,9
983,1,1,1.8661693707919351,1
984,1,1,2.7574847077688345,2
985,0,0,1.8662396476877983,9
986,0,0,2.3877110482176107,0
987,0,1,2.163792093586919,11
988,0,1,2.7905373717834,10
989,0,1,2.021363430612755,12
990,0,1,1.645123536317536,9
991,1,0,2.4752151587627895,0
992,0,1,2.8439369138802624,6
993,1,1,2.2031142774329995,8
994,0,1,2.222625708465284,7
995,1,1,2.5297618497671115,5
996,1,0,2.1846506973196873,10
997,0,0,1.0896544916681348,10
998,1,1,2.111364066088133,0
999,1,1,2.236319271682712,9
